mortgage_loan_id,contract_no,customer_id,product_code,branch_code_raw,loan_principal,interest_rate_annual,disbursement_date_raw,maturity_date_raw,outstanding_principal,outstanding_interest,total_outstanding
1336,ML-2021-001336,3950,BUSINESS,BR-HCM02,809028741,9.5,02/03/2022,2045-03-02,557630931,25900590,583531521
1337,ML-2022-001337,2004,CAR,BR-HP01,4904242089,9.5,21-04-2020,21-04-2035,3962491051,74328317,4036819368
1338,ML-2022-001338,820,BUSINESS,CT-01,929246754,10.0,2023-02-02,02 Thg 2 2046,885066807,9312609,894379416
1339,ML-2020-001339,4885,HOME,HN-01,2753255072,7.5,13.09.2020,13-09-2045,2264924344,77829954,2342754298
1340,ML-2023-001340,164,CAR,DN-01,3943326481,9.5,2022-04-01,01 Thg 4 2044,1977899848,82530872,2060430720
1341,ML-2021-001341,3122,CAR,Ho Chi Minh Q3,334574245,8.5,03.01.2022,03 Thg 1 2038,135195797,5280841,140476638
1342,ML-2021-001342,3656,HOME,CT-01,754269512,9.5,02/10/2021,02/10/2035,336534099,14144001,350678100
1343,ML-2020-001343,767,BUSINESS,BR-HN01,4732184178,7.5,02-11-2023,2040-11-02,3839904076,91122520,3931026596
1344,ML-2023-001344,4905,HOME,CT-01,1343572787,8.5,13.02.2020,13/02/2044,931113463,8120089,939233552
1345,ML-2022-001345,2038,CAR,HN-01,2632297700,10.0,06.02.2021,06/02/2040,624225621,30044010,654269631
1346,ML-2021-001346,3329,CAR,DA_NANG_1,4089472538,7.5,12-08-2021,2036-08-12,2329179516,49846814,2379026330
1347,ML-2020-001347,1964,BUSINESS,Da Nang CN1,4599680459,11.0,26-02-2020,26/02/2035,3686862239,41548153,3728410392
1348,ML-2021-001348,238,BUSINESS,HN-01,1022621777,8.5,2020-06-17,2045-06-17,503982432,5902517,509884949
1349,ML-2020-001349,1287,BUSINESS,CN-HCM-01,1895272767,8.0,24.10.2022,24/10/2047,1426354850,28833808,1455188658
1350,ML-2024-001350,3603,BUSINESS,BR-HP01,3344400489,10.0,18/08/2021,18 Thg 8 2033,3190838570,96812635,3287651205
1351,ML-2024-001351,4434,HOME,HCM_Q3,1485887612,9.5,04/11/2020,04 Thg 11 2035,298626742,4852692,303479434
1352,ML-2021-001352,3331,CAR,HP-01,2604913884,9.0,2021-11-05,2039-11-05,1101867344,49084341,1150951685
1353,ML-2021-001353,1856,BUSINESS,HA_NOI_CN1,3511659085,8.0,19/06/2023,19/06/2033,2464630618,20745940,2485376558
1354,ML-2020-001354,4349,CAR,Da Nang CN1,4503379410,9.5,28/04/2021,28 Thg 4 2035,2194677844,98440013,2293117857
1355,ML-2020-001355,1491,CAR,Da Nang CN1,1133066037,8.5,2020-07-11,11-07-2043,405221989,12843180,418065169
1356,ML-2020-001356,3353,HOME,CT-01,2854950583,11.0,12.08.2023,12/08/2036,2324855095,95520456,2420375551
1357,ML-2021-001357,2192,HOME,BR-HN01,3488138565,11.0,2022-07-28,28/07/2037,3332183620,40931050,3373114670
1358,ML-2021-001358,140,CAR,HP-01,4882218280,10.5,2023-03-05,2039-03-05,2877961742,90787210,2968748952
1359,ML-2022-001359,823,BUSINESS,Ho Chi Minh Q3,1989022627,7.5,23.04.2023,2037-04-23,1212738902,23419797,1236158699
1360,ML-2022-001360,2297,BUSINESS,BR-DN01,1394081577,7.5,13/07/2023,13/07/2042,529438423,10591398,540029821
1361,ML-2020-001361,63,HOME,CN-HCM-02,1018439921,9.0,13/03/2021,2044-03-13,444461612,6349974,450811586
1362,ML-2021-001362,1852,BUSINESS,CAN_THO_1,3158148691,10.0,22/05/2022,2035-05-22,2488500382,119362766,2607863148
1363,ML-2024-001363,4736,HOME,BR-CT01,4295630226,8.5,2021-12-10,10-12-2043,1549908736,31029802,1580938538
1364,ML-2021-001364,25,HOME,Ho Chi Minh Q1,4368342076,8.5,02-11-2022,02/11/2039,1784876774,27448609,1812325383
1365,ML-2020-001365,3823,CAR,Da Nang CN1,633067525,10.0,01-07-2023,01-07-2041,520818078,13341365,534159443
1366,ML-2024-001366,3977,CAR,Ha Noi CN1,2444818590,11.0,23-10-2023,23/10/2043,2380381658,71910830,2452292488
1367,ML-2024-001367,3668,HOME,HN-01,1463311266,10.5,14/02/2023,14/02/2041,499964522,11245766,511210288
1368,ML-2020-001368,2973,CAR,BR-DN01,2759669901,9.5,06.06.2020,06-06-2034,1822964154,44824584,1867788738
1369,ML-2023-001369,3524,CAR,Da Nang CN1,4262699885,7.5,05/05/2023,2044-05-05,1471799963,16449122,1488249085
1370,ML-2022-001370,2938,CAR,BR-CT01,4395925380,9.0,2021-03-14,14-03-2040,1629977368,62176067,1692153435
1371,ML-2023-001371,1772,BUSINESS,HAI_PHONG_1,3608498733,9.0,2020-11-01,01 Thg 11 2033,3094508901,130313148,3224822049
1372,ML-2021-001372,3213,CAR,BR-HN01,641023963,11.0,09-09-2020,09/09/2035,546483430,21831699,568315129
1373,ML-2021-001373,3518,BUSINESS,CAN_THO_1,2278496719,9.5,04.01.2023,04/01/2039,2157752490,75984837,2233737327
1374,ML-2024-001374,1427,CAR,CAN_THO_1,3721511115,8.5,15.08.2021,15 Thg 8 2035,2774665120,61955718,2836620838
1375,ML-2021-001375,4351,CAR,DA_NANG_1,314625643,9.5,2020-11-27,27/11/2041,297617994,3538531,301156525
1376,ML-2022-001376,2260,CAR,DN-01,495980587,7.5,28/08/2021,2035-08-28,173120468,3703642,176824110
1377,ML-2021-001377,2320,BUSINESS,BR-CT01,2127176273,9.5,2021-10-23,23 Thg 10 2037,1797247805,64479598,1861727403
1378,ML-2023-001378,3392,BUSINESS,Hai Phong CN1,4201690532,9.0,13-04-2020,13/04/2041,3447286907,52868865,3500155772
1379,ML-2020-001379,692,HOME,HA_NOI_CN1,1357125665,8.5,12/10/2022,12/10/2039,435123027,13954243,449077270
1380,ML-2023-001380,2150,HOME,Da Nang CN1,2911012505,7.5,28.06.2022,28-06-2039,883090943,17835615,900926558
1381,ML-2020-001381,2159,CAR,Ha Noi CN1,4474677615,11.0,02.02.2023,02/02/2034,3068319709,140124443,3208444152
1382,ML-2020-001382,4925,HOME,Can Tho CN1,1158578119,7.5,2020-01-16,16 Thg 1 2034,560029561,18402377,578431938
1383,ML-2024-001383,2941,CAR,HA_NOI_CN1,4431366463,8.0,26.11.2023,26-11-2041,2582516601,47461436,2629978037
1384,ML-2022-001384,1767,CAR,Hai Phong CN1,923408541,9.0,2021-03-06,06-03-2034,921294510,19770814,941065324
1385,ML-2024-001385,522,HOME,HA_NOI_CN1,3994669911,8.5,02.07.2022,02-07-2037,1986439498,20215009,2006654507
1386,ML-2023-001386,3311,BUSINESS,Can Tho CN1,3401223276,9.0,2020-11-04,04 Thg 11 2038,2837933895,53716610,2891650505
1387,ML-2021-001387,136,BUSINESS,BR-CT01,1654011260,9.5,18-11-2020,2034-11-18,425725425,16578257,442303682
1388,ML-2021-001388,127,HOME,HN-01,3139396241,9.5,19.04.2023,19 Thg 4 2044,1416071061,28350105,1444421166
1389,ML-2023-001389,4095,CAR,BR-DN01,1852768669,9.5,2020-03-21,2041-03-21,1819202400,35786237,1854988637
1390,ML-2020-001390,3841,BUSINESS,HP-01,1717117233,9.5,2020-10-22,22/10/2042,784434857,23761023,808195880
1391,ML-2022-001391,4262,BUSINESS,HA_NOI_CN1,558548979,7.5,09/01/2021,09/01/2044,118371691,3099264,121470955
1392,ML-2023-001392,4252,CAR,BR-HN01,3141689479,8.5,07/02/2022,07 Thg 2 2045,1965391431,59958301,2025349732
1393,ML-2023-001393,4992,HOME,BR-DN01,2547212102,9.0,14.03.2020,14/03/2045,2135358222,94944942,2230303164
1394,ML-2021-001394,4889,HOME,CN-HCM-01,3100466060,7.5,23.06.2023,23-06-2046,2705243624,96250083,2801493707
1395,ML-2024-001395,211,HOME,DN-01,1171944076,8.0,10/06/2023,10-06-2033,453003133,5722070,458725203
1396,ML-2021-001396,4167,BUSINESS,BR-CT01,2817252468,10.0,16.06.2020,16-06-2038,2006072795,84218217,2090291012
1397,ML-2022-001397,4970,CAR,BR-HCM02,3353577650,7.5,18.07.2021,18-07-2043,2132219488,64767145,2196986633
1398,ML-2023-001398,3693,CAR,HAI_PHONG_1,4341548888,10.5,12.07.2021,12-07-2032,983017835,27113257,1010131092
1399,ML-2022-001399,3390,BUSINESS,CT-01,3302317824,11.0,19.01.2021,19 Thg 1 2039,1153094030,36246052,1189340082
1400,ML-2020-001400,4406,BUSINESS,BR-DN01,1837999481,10.5,2021-06-07,07 Thg 6 2042,379299906,9845217,389145123
1401,ML-2020-001401,1716,HOME,Hai Phong CN1,2572107283,11.0,07.11.2023,07/11/2042,2270296974,86315752,2356612726
1402,ML-2024-001402,842,CAR,CT-01,2927334844,10.0,22.07.2022,22-07-2039,2350577866,105743942,2456321808
1403,ML-2022-001403,4039,CAR,Da Nang CN1,4908473835,9.5,19/07/2020,19-07-2037,3252626945,66136891,3318763836
1404,ML-2024-001404,2410,BUSINESS,CN-HCM-02,1432988158,8.5,02-04-2021,02/04/2044,1115380705,36919732,1152300437
1405,ML-2021-001405,1145,BUSINESS,DN-01,728461497,8.5,25.01.2020,2034-01-25,246707815,9314286,256022101
1406,ML-2020-001406,2640,CAR,HN-01,1703696186,10.0,21.05.2021,21-05-2042,1431585801,21869573,1453455374
1407,ML-2021-001407,437,HOME,HCM_Q1,343639637,9.5,14-10-2022,2044-10-14,267636033,4815026,272451059
1408,ML-2020-001408,224,CAR,BR-CT01,1828026952,8.5,24.04.2020,24 Thg 4 2040,1138882746,32716445,1171599191
1409,ML-2021-001409,192,BUSINESS,Ho Chi Minh Q3,3905981042,7.5,19/02/2023,19-02-2035,1907669304,31381806,1939051110
1410,ML-2022-001410,1973,CAR,CT-01,2003164021,9.0,08-02-2020,08/02/2031,1827284307,28976660,1856260967
1411,ML-2023-001411,2426,CAR,Da Nang CN1,3481976714,7.5,10.04.2021,10/04/2040,1828949967,49712137,1878662104
1412,ML-2020-001412,2151,CAR,Ha Noi CN1,2788699764,10.5,18-01-2020,18-01-2034,2238239967,113678100,2351918067
1413,ML-2021-001413,2872,CAR,BR-DN01,4475906101,11.0,15-02-2022,2038-02-15,1639396658,41010534,1680407192
1414,ML-2021-001414,851,CAR,HA_NOI_CN1,501570006,8.5,13-07-2022,13 Thg 7 2037,393163760,13419590,406583350
1415,ML-2021-001415,4494,CAR,HA_NOI_CN1,1163468162,8.5,2021-01-05,05-01-2035,766601639,9326048,775927687
1416,ML-2021-001416,4148,BUSINESS,BR-HN01,1286647743,9.0,14.05.2021,2045-05-14,969883312,32133970,1002017282
1417,ML-2023-001417,3188,HOME,HAI_PHONG_1,3803770272,11.0,25.03.2023,25-03-2044,3495345376,47163686,3542509062
1418,ML-2022-001418,3122,HOME,HCM_Q3,540733092,8.5,19-12-2021,19/12/2046,120710394,2137661,122848055
1419,ML-2021-001419,1077,CAR,BR-HP01,1571332281,8.0,15/02/2020,15/02/2035,379783714,7575012,387358726
1420,ML-2023-001420,4486,CAR,Ho Chi Minh Q3,2647047326,8.0,21.11.2023,21-11-2043,753605580,24999442,778605022
1421,ML-2024-001421,1544,BUSINESS,Hai Phong CN1,4275676463,7.5,21/06/2023,21/06/2047,2459919582,29396379,2489315961
1422,ML-2024-001422,4252,BUSINESS,BR-HN01,1072573212,10.0,26-10-2020,26 Thg 10 2042,456270431,9211597,465482028
1423,ML-2024-001423,277,HOME,HCM_Q1,2385068274,9.0,2023-10-25,2038-10-25,638313588,28249047,666562635
1424,ML-2020-001424,1340,BUSINESS,BR-HCM02,2937929158,8.0,28.01.2023,2042-01-28,2779357138,75444136,2854801274
1425,ML-2022-001425,148,HOME,Ho Chi Minh Q1,3282618259,8.5,2022-12-25,2047-12-25,1117410844,43892730,1161303574
1426,ML-2023-001426,2000,HOME,HP-01,1372768331,11.0,01-03-2021,01/03/2040,398637506,7474649,406112155
1427,ML-2022-001427,1737,CAR,HP-01,3074759257,9.0,2021-12-24,24/12/2037,1339187148,33401296,1372588444
1428,ML-2020-001428,2258,CAR,HP-01,2527219437,10.0,2020-05-15,2035-05-15,1746510135,43839022,1790349157
1429,ML-2024-001429,3742,CAR,DN-01,4901505286,10.0,15.11.2021,15/11/2039,2655199069,96429674,2751628743
1430,ML-2021-001430,48,HOME,Ha Noi CN1,2078609711,9.5,16.08.2021,16/08/2041,1932356285,60009462,1992365747
1431,ML-2020-001431,2170,BUSINESS,BR-HCM02,4104577613,10.0,26/03/2020,26-03-2030,3201990021,52213943,3254203964
1432,ML-2024-001432,3006,BUSINESS,CT-01,802621186,10.0,02/04/2023,02-04-2043,610718584,15932993,626651577
1433,ML-2023-001433,2152,BUSINESS,HA_NOI_CN1,2054947472,9.5,14.01.2021,14-01-2033,837118106,24315048,861433154
1434,ML-2024-001434,2746,BUSINESS,DN-01,717024330,9.0,2020-04-21,21-04-2031,449965861,17834708,467800569
1435,ML-2021-001435,4450,BUSINESS,BR-CT01,659522952,8.5,2020-03-26,26-03-2041,481581696,18558625,500140321
1436,ML-2022-001436,318,BUSINESS,HA_NOI_CN1,4035462782,10.5,2023-07-10,2036-07-10,1861854760,63048778,1924903538
1437,ML-2020-001437,3942,HOME,CAN_THO_1,304123145,10.5,17.10.2021,17 Thg 10 2045,263226684,8521385,271748069
1438,ML-2023-001438,1374,BUSINESS,Ho Chi Minh Q3,3501278742,10.5,10/04/2021,10/04/2034,3305660879,146982440,3452643319
1439,ML-2021-001439,4318,BUSINESS,BR-CT01,1130251266,7.5,2022-12-03,03/12/2041,454754919,6370545,461125464
1440,ML-2020-001440,1474,BUSINESS,CN-HCM-02,4018759226,8.0,15/10/2023,15-10-2046,3024211775,33535854,3057747629
1441,ML-2021-001441,3227,BUSINESS,Can Tho CN1,2660311082,7.5,14.07.2021,14/07/2031,536597405,4111129,540708534
1442,ML-2021-001442,1860,BUSINESS,Hai Phong CN1,2616024036,9.0,2023-04-28,28-04-2033,620339354,23663509,644002863
1443,ML-2022-001443,801,BUSINESS,HA_NOI_CN1,4161796075,7.5,23/09/2022,23/09/2045,3423837755,104492758,3528330513
1444,ML-2020-001444,2578,HOME,BR-CT01,2237467745,10.5,25.08.2021,25/08/2038,1957938999,102211512,2060150511
1445,ML-2021-001445,1880,HOME,CAN_THO_1,1175514632,11.0,03-12-2023,03 Thg 12 2036,609057073,9506901,618563974
1446,ML-2023-001446,4071,BUSINESS,CT-01,766691861,8.0,22/03/2021,22/03/2037,526731905,5885059,532616964
1447,ML-2024-001447,1595,CAR,HA_NOI_CN1,1102450062,8.0,2023-06-23,23 Thg 6 2045,560611507,16157139,576768646
1448,ML-2023-001448,1381,BUSINESS,Ha Noi CN1,1017466364,8.0,2022-04-25,25 Thg 4 2036,565381379,11936359,577317738
1449,ML-2023-001449,4814,BUSINESS,BR-CT01,2848723026,9.0,22.06.2022,2037-06-22,2442856667,35236523,2478093190
1450,ML-2023-001450,2551,CAR,HN-01,4036095875,8.0,15/06/2021,15/06/2040,1860318254,50740193,1911058447
1451,ML-2023-001451,3757,BUSINESS,BR-DN01,3581339018,9.5,2021-10-28,28-10-2045,2077690958,80123290,2157814248
1452,ML-2023-001452,3335,BUSINESS,DA_NANG_1,4582150576,8.0,20.10.2023,2048-10-20,930533014,30725362,961258376
1453,ML-2023-001453,1095,HOME,DN-01,2439024810,10.0,2022-07-09,09-07-2038,1289665564,25408055,1315073619
1454,ML-2023-001454,2134,CAR,HP-01,1185870863,8.0,2023-05-25,25-05-2041,246543808,6744870,253288678
1455,ML-2024-001455,2884,HOME,HAI_PHONG_1,4061696781,10.0,2021-02-27,27 Thg 2 2036,3935555071,45508321,3981063392
1456,ML-2023-001456,554,HOME,DN-01,4172908632,7.5,18-05-2021,2042-05-18,836400340,28285215,864685555
1457,ML-2024-001457,477,BUSINESS,Hai Phong CN1,3755292153,10.0,22/05/2023,22-05-2048,3739800705,120172094,3859972799
1458,ML-2023-001458,3852,BUSINESS,Can Tho CN1,362572910,11.0,2022-01-02,2038-01-02,172559592,4862143,177421735
1459,ML-2023-001459,4494,BUSINESS,BR-HN01,2861691258,9.0,13-06-2020,13-06-2033,1010936841,25048889,1035985730
1460,ML-2024-001460,1352,CAR,Ha Noi CN1,2155396698,7.5,2023-12-01,01/12/2048,1945352205,61491369,2006843574
1461,ML-2020-001461,1809,CAR,BR-HN01,1176366224,10.0,08-01-2020,08-01-2039,359052104,12140356,371192460
1462,ML-2020-001462,2909,HOME,HN-01,2378540691,10.0,13-09-2023,13-09-2038,1194654992,49573280,1244228272
1463,ML-2021-001463,1431,HOME,BR-HP01,2865626730,11.0,14/06/2021,14/06/2036,1969232122,50409486,2019641608
1464,ML-2021-001464,2156,CAR,HP-01,426270161,11.0,13-08-2022,13-08-2041,288938779,10816255,299755034
1465,ML-2022-001465,3327,HOME,Da Nang CN1,1267330435,7.5,05-02-2023,05-02-2043,356502465,10176542,366679007
1466,ML-2024-001466,127,BUSINESS,BR-HN01,4609245065,9.0,22/03/2023,2035-03-22,3794819873,66507360,3861327233
1467,ML-2021-001467,3969,HOME,CN-HCM-02,974537221,9.5,12-10-2021,12-10-2041,335977274,11727807,347705081
1468,ML-2021-001468,3368,BUSINESS,CT-01,3990310398,8.0,17-02-2023,17-02-2048,1066317545,10801715,1077119260
1469,ML-2022-001469,702,HOME,BR-HCM01,1860244857,8.0,15-08-2022,15 Thg 8 2040,1510051184,42939988,1552991172
1470,ML-2022-001470,1855,CAR,Ho Chi Minh Q1,3444984107,8.0,12-02-2023,12/02/2047,1486538091,54766537,1541304628
1471,ML-2021-001471,4859,HOME,Ho Chi Minh Q1,1293718026,7.5,04/04/2021,2044-04-04,971200165,14266326,985466491
1472,ML-2024-001472,4599,BUSINESS,CN-HCM-01,4321545783,11.0,03-09-2021,03 Thg 9 2036,2507249663,28643516,2535893179
1473,ML-2024-001473,1310,BUSINESS,HCM_Q3,568842951,8.5,23-08-2020,23-08-2043,210566043,4134017,214700060
1474,ML-2021-001474,1303,CAR,HAI_PHONG_1,514759279,8.0,22.07.2022,22-07-2038,460959328,11012340,471971668
1475,ML-2023-001475,2490,CAR,DA_NANG_1,3488183241,8.5,03-10-2023,03/10/2040,1078690584,31342909,1110033493
1476,ML-2022-001476,2093,CAR,CN-HCM-02,4191391508,7.5,2020-12-02,02-12-2031,1602369093,12833144,1615202237
1477,ML-2021-001477,2208,BUSINESS,HCM_Q3,4959972420,10.5,06-05-2022,06-05-2044,4713493567,203208688,4916702255
1478,ML-2022-001478,1495,BUSINESS,HN-01,2803274132,11.0,12.09.2021,12-09-2041,844163196,28537578,872700774
1479,ML-2020-001479,1272,CAR,BR-DN01,1069443881,8.0,19.12.2023,19/12/2035,666320243,9329153,675649396
1480,ML-2024-001480,238,HOME,HN-01,4159945909,11.0,25-06-2020,25-06-2038,3460767365,159096395,3619863760
1481,ML-2021-001481,1467,BUSINESS,DA_NANG_1,4053151327,10.5,06/02/2020,06/02/2030,2440896864,102721217,2543618081
1482,ML-2024-001482,804,HOME,BR-CT01,3630148865,9.0,03-09-2023,2043-09-03,2868945849,89565691,2958511540
1483,ML-2024-001483,575,HOME,BR-HCM01,2212526985,7.5,05.06.2022,05/06/2045,1899432543,35538505,1934971048
1484,ML-2022-001484,4534,HOME,BR-CT01,3516940195,10.0,22.03.2021,2031-03-22,2323074806,96385749,2419460555
1485,ML-2020-001485,4788,BUSINESS,BR-HN01,2337148390,8.5,04/06/2022,2045-06-04,577875473,15347239,593222712
1486,ML-2024-001486,1639,BUSINESS,BR-HP01,3380259766,7.5,02/06/2022,02/06/2041,1922795971,37521109,1960317080
1487,ML-2022-001487,3302,HOME,HCM_Q3,2026821602,11.0,23-04-2020,23/04/2042,978111436,45123295,1023234731
1488,ML-2020-001488,1106,HOME,Ho Chi Minh Q1,2638835917,10.5,21-06-2020,21/06/2044,1901358381,88703151,1990061532
1489,ML-2023-001489,1268,CAR,Hai Phong CN1,2811624594,8.5,2022-06-26,26 Thg 6 2035,1115876069,45775065,1161651134
1490,ML-2024-001490,4009,BUSINESS,BR-HN01,3134784237,9.0,06.08.2023,06/08/2033,2117863596,95057479,2212921075
1491,ML-2023-001491,3221,CAR,DA_NANG_1,320126161,9.0,2022-03-17,17-03-2044,81616293,2805366,84421659
1492,ML-2023-001492,2231,CAR,BR-HP01,4745127593,8.0,21/06/2023,21-06-2043,4093091967,38357667,4131449634
1493,ML-2022-001493,3679,CAR,BR-CT01,460947098,7.5,2021-08-07,07/08/2039,246956436,4980276,251936712
1494,ML-2024-001494,1692,BUSINESS,BR-DN01,1462167437,8.0,11/10/2021,11 Thg 10 2031,1225048068,26201880,1251249948
1495,ML-2023-001495,853,CAR,BR-HCM02,2746704605,8.5,17.10.2022,17-10-2040,795194779,25871664,821066443
1496,ML-2022-001496,4404,CAR,CAN_THO_1,2408657073,11.0,01.04.2022,2035-04-01,2098698983,98877014,2197575997
1497,ML-2020-001497,1429,BUSINESS,Can Tho CN1,4874164949,11.0,16.09.2021,16/09/2042,1887418700,54370740,1941789440
1498,ML-2023-001498,3203,CAR,CAN_THO_1,4654772826,9.5,2020-04-23,2030-04-23,1649656650,67445184,1717101834
1499,ML-2023-001499,4203,HOME,BR-HN01,848537294,8.5,26/05/2022,26-05-2033,614482727,8782871,623265598
1500,ML-2021-001500,4175,HOME,BR-HCM01,1829435633,11.0,09-01-2021,2033-01-09,1401020000,45909896,1446929896
1501,ML-2024-001501,4488,BUSINESS,DN-01,1223810879,9.5,2022-04-27,27 Thg 4 2033,847979182,11239155,859218337
1502,ML-2021-001502,3148,CAR,Hai Phong CN1,3524029464,11.0,24.10.2020,24 Thg 10 2034,3144985284,114071117,3259056401
1503,ML-2021-001503,1607,HOME,Da Nang CN1,1062168011,8.0,26/05/2023,26-05-2038,437625736,15965621,453591357
1504,ML-2021-001504,925,HOME,Da Nang CN1,2100519072,8.0,07-01-2020,07 Thg 1 2042,1575460335,23448507,1598908842
1505,ML-2023-001505,3789,HOME,BR-HP01,2015222209,8.5,2020-03-25,25-03-2031,1033282988,36979110,1070262098
1506,ML-2021-001506,562,HOME,Ho Chi Minh Q1,1144364282,7.5,15.06.2020,2040-06-15,316558342,4685649,321243991
1507,ML-2022-001507,1046,BUSINESS,BR-HN01,4706622973,11.0,2021-10-15,2037-10-15,2641247627,47676894,2688924521
1508,ML-2020-001508,2207,HOME,Can Tho CN1,4772162388,11.0,13.11.2020,13/11/2034,1049691423,49587009,1099278432
1509,ML-2022-001509,3714,HOME,Ha Noi CN1,3493228785,8.0,19/02/2023,19 Thg 2 2035,1969589044,35067713,2004656757
1510,ML-2023-001510,3583,HOME,BR-HP01,1595080316,8.5,2021-06-05,2043-06-05,755839932,11941447,767781379
1511,ML-2024-001511,3413,HOME,Ha Noi CN1,3544112571,8.5,09-10-2020,09 Thg 10 2044,1774402835,16446113,1790848948
1512,ML-2021-001512,2416,BUSINESS,Ho Chi Minh Q3,1656377619,9.0,2021-08-14,14-08-2045,1069610968,46997003,1116607971
1513,ML-2021-001513,1679,HOME,Ha Noi CN1,4371708871,10.0,2022-02-13,2036-02-13,2885231548,41598126,2926829674
1514,ML-2024-001514,304,HOME,BR-HN01,4083188538,9.5,16.05.2023,16/05/2046,2331039967,110647092,2441687059
1515,ML-2020-001515,4460,BUSINESS,Ha Noi CN1,1639864645,9.5,24/09/2020,2044-09-24,471671591,5063914,476735505
1516,ML-2022-001516,2521,HOME,HA_NOI_CN1,668310753,9.5,13/01/2020,13/01/2042,553587486,25867261,579454747
1517,ML-2022-001517,466,BUSINESS,HP-01,2489838516,9.5,17/01/2023,17/01/2036,2421047666,60739970,2481787636
1518,ML-2022-001518,3508,HOME,HN-01,1105270533,7.5,06/02/2021,06/02/2046,538735045,9355459,548090504
1519,ML-2021-001519,3055,HOME,BR-HCM01,561819082,7.5,26-04-2023,26 Thg 4 2045,379225047,9808880,389033927
1520,ML-2020-001520,3715,HOME,BR-HN01,821057194,8.0,2023-01-01,01/01/2045,255423482,6084981,261508463
1521,ML-2023-001521,695,BUSINESS,CAN_THO_1,2953327378,10.5,26-09-2020,2039-09-26,1595404940,83757080,1679162020
1522,ML-2023-001522,1947,HOME,Can Tho CN1,474506513,7.5,08/11/2022,2045-11-08,369360622,5477453,374838075
1523,ML-2023-001523,4196,HOME,BR-HCM01,665772144,8.0,09-12-2022,09-12-2036,651273438,9151435,660424873
1524,ML-2022-001524,2316,CAR,BR-HCM01,1859154043,10.0,14.05.2021,14 Thg 5 2031,929668963,30669933,960338896
1525,ML-2024-001525,1946,CAR,DN-01,2036979152,11.0,2021-12-02,02/12/2032,1843440998,78760611,1922201609
1526,ML-2021-001526,1780,CAR,BR-DN01,304847288,10.5,17-01-2021,17 Thg 1 2033,228959134,11105216,240064350
1527,ML-2023-001527,666,HOME,Can Tho CN1,4470151300,10.5,08-03-2022,2046-03-08,1947767377,33497226,1981264603
1528,ML-2020-001528,1764,BUSINESS,Da Nang CN1,1725995983,8.0,21/02/2023,21-02-2043,369913966,10837693,380751659
1529,ML-2023-001529,3152,CAR,BR-HP01,4094043264,7.5,06/10/2023,06-10-2034,2156409585,19652359,2176061944
1530,ML-2021-001530,738,BUSINESS,Da Nang CN1,2543568900,11.0,03/01/2020,03/01/2036,2004348771,103645137,2107993908
1531,ML-2023-001531,2211,BUSINESS,BR-HN01,1806878485,8.5,09-11-2020,09 Thg 11 2030,982050340,33437462,1015487802
1532,ML-2021-001532,3259,HOME,CT-01,1640272723,7.5,06/11/2022,06 Thg 11 2046,1446235324,23856190,1470091514
1533,ML-2020-001533,4540,CAR,BR-HP01,2971638169,10.0,12.01.2021,12-01-2037,2603973523,53066166,2657039689
1534,ML-2022-001534,1092,BUSINESS,DA_NANG_1,656800770,10.5,2021-03-11,11 Thg 3 2035,631954815,17099512,649054327
1535,ML-2020-001535,3942,CAR,CAN_THO_1,3939143037,10.5,26.12.2022,26/12/2036,3887351429,196966234,4084317663
1536,ML-2024-001536,3375,CAR,CN-HCM-02,2978106729,11.0,22/02/2023,22/02/2034,631465205,18415016,649880221
1537,ML-2020-001537,672,CAR,DN-01,925237388,9.0,26/05/2022,2041-05-26,722468433,29356337,751824770
1538,ML-2023-001538,1860,HOME,Hai Phong CN1,4369371057,8.5,26.06.2020,26-06-2038,2121477173,59495320,2180972493
1539,ML-2021-001539,4426,BUSINESS,BR-CT01,4465674015,9.5,2022-11-27,2035-11-27,3430557403,96865869,3527423272
1540,ML-2021-001540,3965,HOME,BR-HP01,2581471258,11.0,28.01.2021,28-01-2038,1213008920,44659848,1257668768
1541,ML-2022-001541,3694,HOME,Da Nang CN1,3409623562,9.5,01.09.2023,01-09-2045,1629300064,21566888,1650866952
1542,ML-2020-001542,3649,HOME,BR-HP01,1080588158,8.5,07-05-2022,07/05/2034,962319819,12055722,974375541
1543,ML-2023-001543,3613,HOME,BR-HP01,2567281396,7.5,2021-08-05,2043-08-05,929634690,8714822,938349512
1544,ML-2021-001544,2783,HOME,BR-HP01,2854107526,7.5,26-02-2020,2031-02-26,1250816107,44533560,1295349667
1545,ML-2020-001545,224,BUSINESS,Can Tho CN1,3262921187,8.0,18.11.2023,2034-11-18,2630359272,95459407,2725818679
1546,ML-2021-001546,1233,CAR,Ha Noi CN1,4813703700,9.5,21-10-2020,21-10-2044,4510496203,150605829,4661102032
1547,ML-2020-001547,207,CAR,Can Tho CN1,4415456634,10.0,17/06/2021,2034-06-17,4142136259,133892352,4276028611
1548,ML-2023-001548,2316,BUSINESS,CN-HCM-01,3566119897,9.0,2023-02-14,2046-02-14,2682462248,34867864,2717330112
1549,ML-2024-001549,4422,CAR,HN-01,964125321,9.0,16.05.2023,16/05/2036,454178614,7794005,461972619
1550,ML-2023-001550,4202,BUSINESS,HAI_PHONG_1,4178090313,8.5,01-09-2022,01 Thg 9 2043,940831815,13426007,954257822
